filename,emotion,emotion_intensity,statement,repretition,actor_id,gender_int,Average fundamental frequency in voiced segments,Standard deviation of fundamental frequency in Hz,Variablity of fundamental frequency in semitones,Maximum of the fundamental frequency in Hz,Average energy in dB,Standard deviation of energy in dB,Maximum energy,Voiced rate (number of voiced segments per second),Average duration of voiced segments,Standard deviation of duration of voiced segments,Pause rate (number of pauses per second),Average duration of pauses,Standard deviation of duration of pauses ,Average tilt of fundamental frequency,Tilt regularity of fundamental frequency,Mean square error of the reconstructed F0 with a 1-degree polynomial,(Silence duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Unvoiced durations),(Unvoiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Silence durations),(Unvoiced duration)/(Silence durations),Unvoiced duration Regularity,Unvoiced energy Regularity,Voiced duration Regularity,Voiced energy Regularity,Pause duration Regularity,Maximum duration of voiced segments,Maximum duration of unvoiced segments,Minimum duration of voiced segments,Minimum duration of unvoiced segments,rate (# of voiced segments) / (# of unvoiced segments),Average tilt of energy contour,Regression coefficient between the energy contour and a linear regression,Mean square error of the reconstructed energy contour with a 1-degree polynomial,Regression coefficient between the F0 contour and a linear regression,Average Delta energy within consecutive voiced segments,Standard deviation of Delta energy within consecutive voiced segments
03-01-08-01-01-01-21,8,1,1,1,21,1,1.451119537353515625e+02,4.382720947265625000e+01,8.851380148580030038e+01,2.362884216308593750e+02,-4.599397929287239606e+01,3.016064307581284609e+01,-8.239808277569066419e+00,2.092633928571428381e+00,1.640000000000000000e+02,9.243376006633074837e+01,2.511160714285714413e+00,2.233333333333333428e+02,3.704801689099641635e+02,-3.592215408926466291e-01,4.083599605133072075e+00,9.249541781398731644e+01,8.467741935483870108e-01,4.391304347826088694e+00,1.854838709677418818e-01,8.145161290322581182e-01,9.619047619047620401e-01,2.190476190476190188e-01,2.813959371941743975e-02,7.442295015789204826e-02,8.300185610937310443e+00,5.766929591406578126e+00,0.000000000000000000e+00,2.800000000000000266e-01,8.999999999999999667e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.000000000000000000e+00,-1.402817655726533719e-01,-4.044975325078475903e-01,3.567978502387686603e+02,5.282323707697332837e-01,7.607877753870408988e+00,7.215689395662496786e+00
03-01-02-01-02-01-21,2,1,2,1,21,1,9.548915863037109375e+01,1.061149501800537109e+01,3.540502796410943631e+01,1.253365936279296875e+02,-3.788037825577637108e+01,2.141486239876739006e+01,-9.254929245328902709e+00,1.255580357142857206e+00,2.700000000000000000e+02,1.902629759044044704e+02,1.674107142857142794e+00,3.350000000000000000e+02,4.022747817102135741e+02,-1.932377929191537724e-01,5.917398770326572910e-01,3.133564483911179366e+00,8.346456692913386544e-01,3.096774193548387455e+00,2.440944881889763607e-01,7.559055118110237226e-01,9.056603773584905870e-01,2.924528301886792359e-01,5.889609494694873770e-02,1.471393896956215974e-01,9.220668108930876627e+00,2.260788072865743459e+00,0.000000000000000000e+00,4.899999999999999911e-01,1.499999999999999944e-01,1.199999999999999956e-01,1.000000000000000021e-02,1.000000000000000000e+00,-3.526497246209651104e-01,-7.130966494264746602e-01,1.269430626290510560e+02,5.463460755641205147e-01,2.805808189440435640e+00,2.779083338343374621e+00
03-01-07-02-01-02-21,7,2,1,2,21,1,1.030723266601562500e+02,1.287702560424804688e+01,4.310514311023912626e+01,1.268376388549804688e+02,-5.118224055555609198e+01,2.793798847045620093e+01,-1.237713083646562140e+01,8.370535714285713969e-01,9.500000000000000000e+01,3.500000000000000000e+01,1.255580357142857206e+00,6.633333333333333712e+02,2.948822740612862958e+02,-2.562689328255412513e-01,1.552578524141415617e+00,4.742592980918157508e+00,2.314285714285714057e+00,3.117647058823529438e+00,2.428571428571428548e-01,7.571428571428571175e-01,3.271604938271605034e-01,1.049382716049382658e-01,5.906681715556451329e-02,3.929376540877699969e-02,6.450200658988757496e+00,5.546528233854946421e+00,3.826225293941798444e-01,1.499999999999999944e-01,1.400000000000000133e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.666666666666666741e+00,-8.244339411012724383e-02,-3.233419798063101869e-01,3.758812195416680311e+02,2.951735627106253923e-01,7.971352697323479397e+00,7.309658154988373902e+00
03-01-07-01-02-01-21,7,1,2,1,21,1,1.024569320678710938e+02,1.739189720153808594e+01,5.451192535062372002e+01,1.494990386962890625e+02,-4.755413158598696555e+01,2.925073311787863872e+01,-1.118148913177641823e+01,8.370535714285713969e-01,1.400000000000000000e+02,7.000000000000000000e+01,1.255580357142857206e+00,5.833333333333333712e+02,4.812714641678044813e+02,-1.333953222032739916e+00,9.327270074044633485e-01,5.188233665822333052e+01,1.741176470588235103e+00,1.600000000000000000e+01,5.882352941176470507e-02,9.411764705882352811e-01,5.405405405405405705e-01,3.378378378378378566e-02,1.500000000000000118e-02,1.252996408614166779e-01,1.899036135040833351e+00,5.819384959323798956e-01,4.431954672852851940e-01,3.699999999999999956e-01,4.000000000000000083e-02,7.000000000000000666e-02,1.000000000000000021e-02,2.000000000000000000e+00,-1.128929069899083704e+00,-5.876094032579339821e-01,8.611687392889304959e+00,5.389194264819728852e-01,1.141504092987478458e+00,1.182782446342827143e-01
03-01-08-01-02-02-21,8,1,2,2,21,1,1.427056121826171875e+02,4.114929962158203125e+01,8.633078672888210292e+01,2.029835662841796875e+02,-4.720731964190354546e+01,3.092904976595380262e+01,-8.239824243131018022e+00,2.092633928571428381e+00,1.700000000000000000e+02,1.286856635371632933e+02,2.511160714285714413e+00,2.300000000000000000e+02,3.569313659514949109e+02,-1.564110414013485384e+00,1.716982573686600677e+00,3.813327817196417158e+01,1.053571428571428381e+00,6.000000000000000000e+00,1.428571428571428492e-01,8.571428571428570953e-01,8.135593220338983578e-01,1.355932203389830504e-01,1.374368541872553542e-02,1.174386509403691908e-01,1.360127664781367507e+01,4.087565822008759397e+00,4.299999999999999933e-01,3.900000000000000133e-01,5.000000000000000278e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.166666666666666741e+00,-2.761141890891010142e-01,-5.643174611461365675e-01,2.285780768364855646e+02,4.802016044403579764e-01,5.736559543480211687e+00,4.156811940861830479e+00
03-01-06-01-02-02-21,6,1,2,2,21,1,1.158716125488281250e+02,1.608392715454101562e+01,5.080483068728514695e+01,1.645472564697265625e+02,-5.397672953058051348e+01,2.869131937463898296e+01,-1.028478686223217586e+01,1.255580357142857206e+00,9.333333333333332860e+01,5.436502143433363443e+01,1.674107142857142794e+00,3.225000000000000000e+02,3.973270063813936304e+02,-1.112495193027195128e+00,1.598341887881871815e+00,2.019660352004974513e+00,1.874999999999999556e+00,9.666666666666667851e+00,9.374999999999997224e-02,9.062499999999998890e-01,4.833333333333333925e-01,5.000000000000000278e-02,8.164965809277259512e-03,6.264982043070833895e-02,6.482748640185525879e+00,2.084800631827701700e+00,4.199999999999999845e-01,2.300000000000000100e-01,2.999999999999999889e-02,8.000000000000000167e-02,1.000000000000000021e-02,1.333333333333333259e+00,-3.275296998385952563e-01,-6.107454084909681447e-01,1.531899322465628757e+02,2.129134565106957366e-01,3.659421664992843048e+00,1.720184115779806788e+00
03-01-04-02-02-02-21,4,2,2,2,21,1,1.296365661621093750e+02,2.745302200317382812e+01,7.131711695906389537e+01,1.774631958007812500e+02,-4.444316327712511594e+01,2.748457233992490600e+01,-9.107292690438764993e+00,8.370535714285713969e-01,1.600000000000000000e+02,5.000000000000000000e+01,1.255580357142857206e+00,4.266666666666666856e+02,4.422920101270451596e+02,1.291893041863369840e+00,2.074275661853503205e+00,4.663053722140841018e+00,1.113402061855670144e+00,2.880000000000000338e+00,2.577319587628865705e-01,7.422680412371134295e-01,6.666666666666667407e-01,2.314814814814814548e-01,4.946940693218610657e-02,1.187434208703791738e-01,6.235019127507480441e+00,5.769433421958226837e+00,0.000000000000000000e+00,3.699999999999999956e-01,1.499999999999999944e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000000e+00,-1.523820399794139080e-01,-5.147822339211217679e-01,2.947423127498668123e+02,4.282583712709779333e-01,7.359577116149434772e+00,6.575502839008194655e+00
03-01-04-02-02-01-21,4,2,2,1,21,1,1.382500762939453125e+02,1.196486568450927734e+01,4.056125855160001947e+01,1.695959014892578125e+02,-4.384257679583704714e+01,2.792911299934033309e+01,-6.596231158990434551e+00,8.370535714285713969e-01,1.200000000000000000e+02,2.000000000000000000e+01,1.255580357142857206e+00,4.833333333333333144e+02,4.954683530649448926e+02,-3.181527395609646258e-01,1.866842532342898764e+00,2.297706913854187576e+02,1.699999999999999956e+00,7.888888888888888395e+00,1.125000000000000028e-01,8.875000000000000666e-01,5.220588235294117974e-01,6.617647058823529493e-02,2.160246899469286594e-02,1.592757043619647539e-01,4.042373085609029637e+00,2.725746593659180039e+00,4.899999999999999356e-01,4.400000000000000022e-01,5.999999999999999778e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.333333333333333259e+00,3.848930462513848738e-01,9.383622683205447013e-01,5.199251497670613844e+02,5.137940304423649351e-01,2.147832566914590124e+00,1.877826152289283179e+00
03-01-08-01-02-01-21,8,1,2,1,21,1,1.764620361328125000e+02,4.751846694946289062e+01,9.231367673178135647e+01,3.151926879882812500e+02,-4.523652416490259753e+01,3.131590386003380999e+01,-8.587133470108081923e+00,1.674107142857142794e+00,1.850000000000000000e+02,1.040432602334240642e+02,2.092633928571428381e+00,2.660000000000000000e+02,3.806625802466011237e+02,1.757331876878386989e+00,6.295094625639493735e+00,1.943348765184863112e+02,7.829457364341084746e-01,3.300000000000000266e+00,2.325581395348837177e-01,7.674418604651161990e-01,9.801980198019801804e-01,2.970297029702970160e-01,4.526565576501388050e-02,9.789623828006750739e-02,1.328266447411437134e+01,5.743427764849551309e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.499999999999999944e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000000e+00,-1.156003146827513234e-01,-3.319710284871296713e-01,3.869418811430364258e+02,5.509861467802394941e-01,8.516407981929132731e+00,5.547602347974057047e+00
03-01-06-01-01-02-21,6,1,1,2,21,1,1.230779342651367188e+02,2.343310737609863281e+01,6.583511636879693185e+01,1.835585937500000000e+02,-4.593234348639945352e+01,2.571379884433813956e+01,-1.107687894533625439e+01,1.674107142857142794e+00,1.550000000000000000e+02,5.852349955359812128e+01,2.092633928571428381e+00,3.060000000000000000e+02,4.099560952102066267e+02,-1.687149867960242577e+00,7.553090556424725266e-01,1.993744293668607526e+01,1.478723404255319229e+00,5.266666666666667496e+00,1.595744680851063635e-01,8.404255319148935532e-01,5.683453237410072134e-01,1.079136690647481828e-01,4.320493798938573188e-02,1.233642979147532848e-01,5.103656825876141667e+00,1.321235289044605521e+00,4.250000000000000444e-01,4.000000000000000222e-01,1.100000000000000006e-01,8.000000000000000167e-02,1.000000000000000021e-02,1.333333333333333259e+00,-6.258616950696365144e-01,-7.396112872309632547e-01,4.361541615016707851e+01,4.359548549270265139e-01,9.938457199492383154e-01,4.451280114426445778e-01
03-01-03-01-01-02-21,3,1,1,2,21,1,1.247214736938476562e+02,1.970809364318847656e+01,5.884087527718788380e+01,1.688542327880859375e+02,-4.612298945380464943e+01,2.769080545620403910e+01,-1.116798598854179403e+01,1.674107142857142794e+00,2.000000000000000000e+02,7.842193570679060599e+01,2.092633928571428381e+00,2.620000000000000000e+02,4.045441879449016938e+02,-2.635374321845399548e-01,4.309255113569221418e-01,4.879929824129160210e+00,8.709677419354839856e-01,5.200000000000000178e+00,1.612903225806451846e-01,8.387096774193548709e-01,9.629629629629629095e-01,1.851851851851851749e-01,3.162277660168379828e-02,6.705221845696084093e-02,5.600238365414500485e+00,2.968138921510269146e+00,0.000000000000000000e+00,3.200000000000000067e-01,1.000000000000000056e-01,1.499999999999999944e-01,1.000000000000000021e-02,1.000000000000000000e+00,1.920677081908425399e-01,4.031100078618239935e-01,5.957143167951560372e+02,5.806200908915956083e-01,4.045985254574075540e+00,1.127378723955361650e+00
03-01-03-02-02-02-21,3,2,2,2,21,1,1.595184478759765625e+02,2.934375572204589844e+01,7.362324253322410073e+01,2.213085937500000000e+02,-4.288094320909542745e+01,3.100561601794491295e+01,-6.133936381485181499e+00,1.255580357142857206e+00,2.233333333333333428e+02,1.653951497340703725e+02,1.674107142857142794e+00,3.150000000000000000e+02,3.937956322764385391e+02,-1.495046666305135941e-01,1.332571665975987196e+00,1.083355698135213032e+02,7.443609022556390009e-01,4.320000000000000284e+00,1.879699248120300648e-01,8.120300751879698797e-01,1.090909090909091050e+00,2.525252525252525415e-01,4.857983120596447851e-02,1.456845908117944954e-01,1.390741993861297132e+01,2.582241796713239612e+00,0.000000000000000000e+00,4.199999999999999845e-01,1.400000000000000133e-01,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000000e+00,-2.451936307688926675e-01,-4.477041222804168386e-01,1.818568856167926242e+02,5.947239464708578005e-01,2.482468343559664170e+00,7.313449915915315458e-01
03-01-08-02-01-01-21,8,2,1,1,21,1,1.831384429931640625e+02,5.741000366210937500e+01,9.886120925828456052e+01,2.731682434082031250e+02,-4.457419156081434863e+01,2.879252315028329434e+01,-9.028588467307921306e+00,1.674107142857142794e+00,2.100000000000000000e+02,1.749285568453590258e+02,2.092633928571428381e+00,2.840000000000000000e+02,3.834892436561943896e+02,-9.917684478809732918e-01,3.336445753503691325e+00,3.155512931591849934e+01,8.467741935483871218e-01,3.275862068965516904e+00,2.338709677419355260e-01,7.661290322580645018e-01,9.047619047619046562e-01,2.761904761904762085e-01,3.119995993587171279e-02,7.025622748198197265e-02,8.900820022095475181e+00,2.561062389212896750e+00,0.000000000000000000e+00,2.200000000000000011e-01,8.999999999999999667e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000000e+00,-2.416441986520966589e-01,-2.700952084307418066e-01,2.010816413029921250e+02,4.841448698723136435e-01,4.170873374240994913e+00,1.960289635104896622e+00
03-01-02-02-02-01-21,2,2,2,1,21,1,1.008417510986328125e+02,8.456557273864746094e+00,2.754537426636863984e+01,1.235152740478515625e+02,-4.181183110282854187e+01,2.347416778543125204e+01,-9.480934267955841932e+00,8.370535714285713969e-01,1.900000000000000000e+02,7.000000000000000000e+01,1.255580357142857206e+00,4.266666666666666856e+02,4.430450190318010186e+02,-4.753146939080604011e-02,5.143918366431925460e-01,2.828474742674074172e+00,9.230769230769230171e-01,4.571428571428572063e+00,1.794871794871794601e-01,8.205128205128204844e-01,8.888888888888889506e-01,1.944444444444444198e-01,5.887840577551897714e-02,1.745470328211473077e-01,4.425725225075804126e+00,2.481930620943910704e+00,0.000000000000000000e+00,5.600000000000000533e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.000000000000000021e-02,1.000000000000000000e+00,-2.926785910520326439e-01,-8.896644201515154782e-01,1.672268991749195663e+02,5.848780955475413323e-01,5.108405244229196285e+00,0.000000000000000000e+00
03-01-02-01-02-02-21,2,1,2,2,21,1,9.814189147949218750e+01,7.336292743682861328e+00,2.162491244526755807e+01,1.174241027832031250e+02,-3.874527564233029153e+01,2.197104276740393303e+01,-9.276017063740248147e+00,8.370535714285713969e-01,1.500000000000000000e+02,6.000000000000000000e+01,1.255580357142857206e+00,4.100000000000000000e+02,4.322807729551092280e+02,8.085080540763978085e-02,2.247817693384425441e-01,2.735622733794109696e+00,9.363636363636362869e-01,4.789473684210527438e+00,1.727272727272727015e-01,8.272727272727273817e-01,8.834951456310681239e-01,1.844660194174757295e-01,4.988876515698588421e-02,1.948218559493661295e-01,7.631306464863699013e+00,1.946104610605819296e+00,0.000000000000000000e+00,5.700000000000000622e-01,1.300000000000000044e-01,1.100000000000000006e-01,1.000000000000000021e-02,1.000000000000000000e+00,-4.168804278159159438e-01,-9.936268462043856831e-01,8.141884578506702042e+01,4.735390784370603345e-01,2.833632619972366484e+00,0.000000000000000000e+00
03-01-03-02-02-01-21,3,2,2,1,21,1,1.425563201904296875e+02,1.951927566528320312e+01,5.850754613196487242e+01,1.748458709716796875e+02,-4.318501547358736303e+01,2.876261354135775861e+01,-7.468427539759470157e+00,1.255580357142857206e+00,2.200000000000000000e+02,1.444529912001363243e+02,1.674107142857142794e+00,3.175000000000000000e+02,3.963820757804267600e+02,-8.061405439883011503e-01,1.622969351282182782e+00,3.386363703313944029e+01,7.651515151515152491e-01,3.551724137931033365e+00,2.196969696969697516e-01,7.803030303030302761e-01,1.019801980198019598e+00,2.871287128712871617e-01,5.309190145398824667e-02,1.217322882393984951e-01,6.476286057305548738e+00,2.368016434087095057e+00,0.000000000000000000e+00,3.800000000000000044e-01,1.499999999999999944e-01,8.000000000000000167e-02,1.000000000000000021e-02,1.000000000000000000e+00,-1.052391892047607469e-01,-2.228985272849542121e-01,2.082949510136971867e+02,6.202553679144983123e-01,4.590318489133624169e+00,2.976704734546409270e-02
03-01-04-01-01-02-21,4,1,1,2,21,1,9.857707214355468750e+01,1.055511856079101562e+01,3.522058452873947232e+01,1.190844268798828125e+02,-4.021597402001724220e+01,2.685584271991757532e+01,-8.368472302894735648e+00,1.255580357142857206e+00,1.666666666666666572e+02,4.714045207910317004e+00,1.674107142857142794e+00,3.450000000000000000e+02,3.868785339095463769e+02,-1.017927783656485285e+00,1.673447331411827443e+00,1.751290854382439921e+00,7.575757575757575690e-01,3.714285714285714857e+00,2.121212121212120993e-01,7.878787878787878451e-01,1.040000000000000036e+00,2.799999999999999711e-01,4.223742416388574783e-02,1.119642800182272524e-01,6.945653852969778441e+00,2.182432003209486826e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.199999999999999956e-01,5.999999999999999778e-02,1.000000000000000021e-02,1.000000000000000000e+00,-4.385871393019500353e-01,-6.768331420909891039e-01,9.968266761403155840e+01,5.888294460606475766e-01,9.468962684962782816e-01,4.858855467658003136e-01
03-01-04-02-01-01-21,4,2,1,1,21,1,1.692554016113281250e+02,5.577191543579101562e+01,9.785888939213343463e+01,2.679931640625000000e+02,-4.864652668340762176e+01,2.983406652711264684e+01,-8.673807628047979890e+00,1.255580357142857206e+00,1.266666666666666714e+02,6.182412330330468819e+01,1.674107142857142794e+00,4.225000000000000000e+02,4.139670880637734740e+02,7.538214760021628713e-01,3.877427753211038830e+00,1.502975740548813022e+01,1.077669902912621325e+00,3.120000000000000107e+00,2.427184466019417508e-01,7.572815533980582492e-01,7.027027027027026307e-01,2.252252252252252007e-01,3.288818409491810896e-02,4.408798022137099676e-02,7.950097040549147565e+00,6.782041894889282219e+00,0.000000000000000000e+00,2.000000000000000111e-01,1.100000000000000006e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.142857142857142794e+00,-1.645221304414330732e-01,-4.869732899419092487e-01,4.653462580276065523e+02,4.472776171594032846e-01,9.240960691624191981e+00,4.911450769222733825e+00
03-01-08-02-01-02-21,8,2,1,2,21,1,1.924532928466796875e+02,6.566667938232421875e+01,1.045138337920530773e+02,2.851823730468750000e+02,-4.605235207097880590e+01,2.953645706003056759e+01,-1.097746447294767513e+01,1.255580357142857206e+00,1.200000000000000000e+02,3.741657386773941596e+01,1.674107142857142794e+00,3.100000000000000000e+02,4.166533331199931922e+02,9.435133897988183527e-02,4.755224546534829955e+00,7.556733378258437028e+01,8.655462184873948805e-01,2.606060606060605966e+00,2.773109243697479132e-01,7.226890756302520868e-01,8.349514563106796849e-01,3.203883495145631866e-01,4.586937976471885947e-02,7.440430095095308671e-02,8.653565184019102574e+00,2.384957572916416968e+00,0.000000000000000000e+00,2.500000000000000000e-01,1.300000000000000044e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.000000000000000000e+00,-2.630847104935868375e-01,-4.436712313501853244e-01,2.070115300697821965e+02,4.050384605877808686e-01,2.971836830754362779e+00,2.683039975986700298e+00
03-01-03-02-01-01-21,3,2,1,1,21,1,1.595868988037109375e+02,3.967483139038085938e+01,8.506733592121348408e+01,2.417201080322265625e+02,-4.751404174099231170e+01,3.319206315220466763e+01,-7.464270177053088595e+00,1.674107142857142794e+00,1.675000000000000000e+02,9.038113741262610290e+01,2.092633928571428381e+00,2.640000000000000000e+02,3.988784275941731607e+02,-1.523123427173767863e-01,3.692985625322435350e+00,2.027188534701548051e+01,8.333333333333333703e-01,4.478260869565217739e+00,1.825396825396825295e-01,8.174603174603174427e-01,9.809523809523809090e-01,2.190476190476190188e-01,3.261901286060017724e-02,9.581521567869874523e-02,8.466746873334296097e+00,3.933622258510728109e+00,0.000000000000000000e+00,2.800000000000000266e-01,8.999999999999999667e-02,2.999999999999999889e-02,1.000000000000000021e-02,1.199999999999999956e+00,-2.188082964208144039e-04,-5.039796939438846626e-04,3.827059816715841407e+02,5.673633580676616939e-01,5.857156969799528490e+00,4.178971712895080515e+00
03-01-06-01-01-01-21,6,1,1,1,21,1,1.174939270019531250e+02,2.088979339599609375e+01,6.085711508977730944e+01,1.675475616455078125e+02,-4.425085040557879523e+01,2.437088773282412646e+01,-1.072139371798130725e+01,1.674107142857142794e+00,1.300000000000000000e+02,6.442049363362562531e+01,2.092633928571428381e+00,3.140000000000000000e+02,3.599222138184860569e+02,-1.136014542745825473e+00,4.749219652965092631e-01,4.276763696961763728e+00,1.274509803921568540e+00,3.636363636363636687e+00,2.156862745098039325e-01,7.843137254901960675e-01,6.153846153846154188e-01,1.692307692307692124e-01,3.570714214271424741e-02,1.897366596101027203e-02,5.943167965736260605e+00,3.260684232372178304e+00,3.800000000000000044e-01,1.799999999999999933e-01,8.999999999999999667e-02,1.300000000000000044e-01,1.000000000000000021e-02,1.250000000000000000e+00,-2.360970719565184950e-01,-5.443576701004386731e-01,2.282438468234393554e+02,4.278228201638139550e-01,5.626948290822141985e+00,1.642070868397155436e+00
03-01-03-01-01-01-21,3,1,1,1,21,1,1.159276275634765625e+02,1.630971908569335938e+01,5.228752412294429774e+01,1.516580047607421875e+02,-4.450397695217714045e+01,2.901193688448396912e+01,-7.216208407120107360e+00,1.674107142857142794e+00,2.275000000000000000e+02,1.209080228934374759e+02,2.092633928571428381e+00,2.480000000000000000e+02,4.060246297947945777e+02,-3.641927258831419989e-01,4.252700373616134510e-01,4.082860191992814691e+00,8.412698412698411676e-01,4.040000000000000924e+00,1.984126984126983739e-01,8.015873015873016261e-01,9.528301886792454045e-01,2.358490566037735603e-01,4.147288270665543813e-02,8.518215775618742658e-02,7.566031588466858970e+00,2.262079213484120110e+00,0.000000000000000000e+00,3.500000000000000333e-01,1.300000000000000044e-01,1.100000000000000006e-01,1.000000000000000021e-02,1.000000000000000000e+00,-1.560627272214967776e-01,-2.496272561938954748e-01,1.903534186814076463e+02,5.402591015481190695e-01,4.232933814086497826e+00,1.082170196927292771e+00
03-01-05-01-02-01-21,5,1,2,1,21,1,1.608513641357421875e+02,2.756747245788574219e+01,7.146116568988985307e+01,2.073485565185546875e+02,-5.130269432096024218e+01,3.121669773430071260e+01,-8.660697411609161733e+00,1.255580357142857206e+00,2.200000000000000000e+02,1.358921140709300630e+02,1.674107142857142794e+00,3.875000000000000000e+02,3.886113096655834624e+02,-1.136453930757741926e+00,1.421674858031836797e+00,1.450366029806344592e+01,2.000000000000000000e+00,8.500000000000000000e+00,1.052631578947368363e-01,8.947368421052631637e-01,4.473684210526315819e-01,5.263157894736841813e-02,1.699673171197595145e-02,1.230609605033212844e-01,6.699708214856443966e+00,4.517954951001185715e-01,3.802922852520442820e-01,3.699999999999999956e-01,5.000000000000000278e-02,2.999999999999999889e-02,1.000000000000000021e-02,1.666666666666666741e+00,6.442646674411075525e-01,2.058217246295064029e-01,8.221103620284366116e+02,3.295263864671719722e-01,6.329132557294308015e-01,8.645037882312323063e-02
03-01-06-02-02-02-21,6,2,2,2,21,1,1.428460388183593750e+02,2.001385307312011719e+01,5.937393232477817406e+01,2.011912689208984375e+02,-4.786614420728448493e+01,3.235037250915919316e+01,-7.115713098700941153e+00,1.674107142857142794e+00,1.925000000000000000e+02,7.980444849756185022e+01,2.092633928571428381e+00,2.920000000000000000e+02,3.630096417452296578e+02,-4.494728865129543616e-02,1.656132307820161520e+00,6.025921923024262661e+00,1.452631578947368274e+00,1.800000000000000000e+01,5.263157894736841813e-02,9.473684210526315264e-01,6.521739130434783815e-01,3.623188405797102274e-02,1.500000000000000118e-02,1.114674840480397583e-01,1.019527418942002406e+01,1.280659334047846043e+00,3.891015291668744047e-01,3.400000000000000244e-01,4.000000000000000083e-02,5.000000000000000278e-02,1.000000000000000021e-02,2.000000000000000000e+00,1.630803187921817665e-01,1.868014162022277602e-01,3.556275953164565635e+02,4.652756467381679584e-01,2.071201362041675154e+00,1.421199973602627509e+00
03-01-01-01-01-02-21,1,1,1,2,21,1,1.023346786499023438e+02,8.646465301513671875e+00,2.831433485255813309e+01,1.356202545166015625e+02,-4.482690238770337032e+01,2.293149683537610173e+01,-8.820686101235040155e+00,1.255580357142857206e+00,1.633333333333333428e+02,4.714045207910317004e+01,1.674107142857142794e+00,3.150000000000000000e+02,4.648386816950586535e+02,-4.212393993585415997e-01,2.734341972619006578e-01,2.033660505836423660e+00,1.142857142857142794e+00,6.000000000000000000e+00,1.428571428571428492e-01,8.571428571428570953e-01,7.500000000000000000e-01,1.250000000000000000e-01,2.291287847477920317e-02,6.123724356957944981e-02,8.444297214872635848e+00,2.787235089092641616e+00,0.000000000000000000e+00,3.099999999999999978e-01,7.000000000000000666e-02,1.600000000000000033e-01,1.000000000000000021e-02,1.000000000000000000e+00,-4.306249633524032033e-02,-1.073538926519655851e-01,3.163231082654270949e+02,4.652590007760381008e-01,4.907349178792722810e+00,2.571455645189901773e+00
03-01-08-02-02-02-21,8,2,2,2,21,1,1.920139923095703125e+02,5.609903717041015625e+01,9.806138195559820758e+01,2.626715698242187500e+02,-4.457660963711592927e+01,3.013209343640959048e+01,-7.158280096030090078e+00,1.674107142857142794e+00,1.750000000000000000e+02,1.006230589874905377e+02,2.092633928571428381e+00,2.980000000000000000e+02,3.587422473029905063e+02,-5.212279617366475826e+00,6.599273658216409544e+00,2.164497184536728867e+02,7.769230769230769384e-01,2.513513513513513153e+00,2.846153846153846589e-01,7.153846153846153966e-01,9.207920792079208328e-01,3.663366336633663845e-01,5.238320341483519021e-02,9.776672917374976124e-02,1.233616616398353294e+01,6.127030662599559641e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.400000000000000133e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.199999999999999956e+00,-3.435477409329501519e-02,-1.232519365520270416e-01,4.216043116392718275e+02,4.923310454870606923e-01,5.907443763861049746e+00,5.306927557535159323e+00
03-01-07-02-02-01-21,7,2,2,1,21,1,1.163752288818359375e+02,1.327164363861083984e+01,4.415028700222440960e+01,1.385973815917968750e+02,-4.680874386254715347e+01,2.815106988083256923e+01,-1.406643614922577434e+01,8.370535714285713969e-01,1.150000000000000000e+02,7.500000000000000000e+01,1.255580357142857206e+00,4.866666666666666856e+02,4.020226638166338944e+02,-8.246514842976536419e-02,1.687046679936622828e+00,1.829170516562592042e+01,2.672131147540983243e+00,7.714285714285714413e+00,1.147540983606557263e-01,8.852459016393441349e-01,3.312883435582821834e-01,4.294478527607362150e-02,1.885618083164126990e-02,9.217374897442329185e-02,4.901566507517060245e+00,1.517451557709099230e+00,3.873270223238010068e-01,2.899999999999999800e-01,5.000000000000000278e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.666666666666666741e+00,-1.580170064909628136e-01,-1.695522932490313994e-01,3.173643148882525793e+02,3.566710155444910435e-01,2.485481685734260537e+00,1.825898251116999660e+00
